id,timestamp,platform,region,category,post_title,target_url,backlink_url,anchor_text,link_type,status,notes
BL-0067,2026-09-08 10:33:11,小红书 (Xiaohongshu DA 85+),国内,移动端超级生活社区,读懂六祖坛经，瞬间放下内耗,https://chanzong.space/classics/tanjing,https://www.xiaohongshu.com/user/profile/大幻师,禅宗知识库 · 《六祖大师法宝坛经》宣纸金句卡片与白话释义,Brand Mention / Co-occurrence,Live,小红书官方创作者账号【大幻师】发布，带3:4高清宣纸金句配图（底部水印chanzong.space）与#禅宗#超级话题
BL-0068,2026-09-08 10:56:04,GitHub Gist (顶级域名 DA 96),国内,文献公开笔记,八识规矩颂转识成智与唯识参禅要诀,https://chanzong.space/books/bashiguijusong,https://gist.github.com/gstar-byte/15106cf78a2702a5bf224716bdfd8c88,《八识规矩颂转识成智与唯识参禅要诀》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0069,2026-09-08 10:56:08,GitHub Gist (顶级域名 DA 96),海外繁体,文献公开笔记,黃檗禪師傳心法要直指自心即是佛旨歸,https://chanzong.space/zh-tw/books/chuanxinfayao,https://gist.github.com/gstar-byte/025cbc9d01b3c85c76fe2867027bb7f8,《黃檗禪師傳心法要直指自心即是佛旨歸》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0070,2026-09-08 10:56:12,GitHub Gist (顶级域名 DA 96),国内,文献公开笔记,大乘起信论一心二门与真如熏习修证指要,https://chanzong.space/books/dachengqixinlun,https://gist.github.com/gstar-byte/8ae69053fbc740ccc2f559d90728a156,《大乘起信论一心二门与真如熏习修证指要》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0071,2026-09-08 10:56:16,GitHub Gist (顶级域名 DA 96),海外繁体,文献公开笔记,臨濟慧照禪師語錄四照用與棒喝當機心法,https://chanzong.space/zh-tw/books/linjilu,https://gist.github.com/gstar-byte/d19c570a8b0a01155a733d8a57a20bf7,《臨濟慧照禪師語錄四照用與棒喝當機心法》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0072,2026-09-08 10:56:20,GitHub Gist (顶级域名 DA 96),国内,文献公开笔记,禅宗十牛图寻牛见迹到入廛垂手十阶心路,https://chanzong.space/books/shiniutu,https://gist.github.com/gstar-byte/22a2b64b557046a4c1b6217bfa8b34a7,《禅宗十牛图寻牛见迹到入廛垂手十阶心路》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0073,2026-09-08 10:56:24,GitHub Gist (顶级域名 DA 96),海外繁体,文献公开笔记,楞伽阿跋多羅寶經四卷印心與離言絕相心髓,https://chanzong.space/zh-tw/books/lengqiejing,https://gist.github.com/gstar-byte/8fa04b673133cb565ab7b841cfce0b55,《楞伽阿跋多羅寶經四卷印心與離言絕相心髓》在线阅读与知识图谱,Dofollow,404 (Shadowbanned),账号外部访问404，Gist外部不可见，已标记无效
BL-0074,2026-09-08 10:56:37,Telegraph (DA 92 高权重专栏),海外繁体,高权重专栏,現代人的喧囂與定力：重讀《虛堂和尚語錄》中的本心智慧,https://chanzong.space/zh-tw/books/chuanxinfayao,https://telegra.ph/現代人的喧囂與定力重讀虛堂和尚語錄中的本心智慧-09-08,《重讀《虛堂和尚語錄》中的本心智慧》在線閱讀與關係圖譜,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《黃檗禪師傳心法要》文献回链 (繁体)
BL-0075,2026-09-08 10:56:39,Telegraph (DA 92 高权重专栏),国内,高权重专栏,现代人的喧嚣与定力：重读《维摩诘所说经 (全十四品)》中的本心智慧,https://chanzong.space/books/linjilu,https://telegra.ph/现代人的喧嚣与定力重读维摩诘所说经-全十四品中的本心智慧-09-08,《临济禅师语录》在线阅读与知识图谱,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《临济禅师语录》文献回链 (简体)
BL-0076,2026-09-08 10:56:41,Telegraph (DA 92 高权重专栏),海外繁体,高权重专栏,現代人的喧囂與定力：重讀《大乘成業論》中的本心智慧,https://chanzong.space/zh-tw/books/yuanjuejing,https://telegra.ph/現代人的喧囂與定力重讀大乘成業論中的本心智慧-09-08,《重讀《大乘成業論》中的本心智慧》在線閱讀與關係圖譜,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《大方廣圓覺修多羅了義經》文献回链 (繁体)
BL-0077,2026-09-08 10:56:43,Telegraph (DA 92 高权重专栏),国内,高权重专栏,现代人的喧嚣与定力：重读《黄檗山断际禅师传心法要》中的本心智慧,https://chanzong.space/books/damoxuemai,https://telegra.ph/现代人的喧嚣与定力重读黄檗山断际禅师传心法要中的本心智慧-09-08,《达摩大师血脉论》在线阅读与知识图谱,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《达摩大师血脉论》文献回链 (简体)
BL-0078,2026-09-08 10:56:45,Telegraph (DA 92 高权重专栏),海外繁体,高权重专栏,現代人的喧囂與定力：重讀《永嘉禪宗集》中的本心智慧,https://chanzong.space/zh-tw/books/baizhanglu,https://telegra.ph/現代人的喧囂與定力重讀永嘉禪宗集中的本心智慧-09-08,《重讀《永嘉禪宗集》中的本心智慧》在線閱讀與關係圖譜,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《百丈懷海禪師語錄》文献回链 (繁体)
BL-0079,2026-09-08 10:56:47,Telegraph (DA 92 高权重专栏),国内,高权重专栏,现代人的喧嚣与定力：重读《阿什塔瓦克拉之歌》中的本心智慧,https://chanzong.space/books/shiniutu,https://telegra.ph/现代人的喧嚣与定力重读阿什塔瓦克拉之歌中的本心智慧-09-08,《禅宗十牛图解悟》在线阅读与知识图谱,Dofollow,Live,深度学术文献长文，附带 D3 知识图谱与《禅宗十牛图解悟》文献回链 (简体)
BL-0080,2026-09-08 10:57:51,GitHub (顶级根域名 DA 96),海外繁体,开源代码与版本发布,v1.0.0: 禅宗知识库 (chanzong.space) 数字化典籍与 D3.js 知识图谱正式发布,https://chanzong.space,https://github.com/gstar-byte/chanzong.space/releases/tag/v1.0.0,禅宗知识库 (chanzong.space) 官方发布,Dofollow,Deleted,Release已撤销删除
BL-0081,2026-09-08 10:58:01,Google Webmaster Ping,海外繁体,搜索引擎收录,全站 Sitemap 索引广播,https://chanzong.space/sitemap.xml,https://www.google.com/ping?sitemap=https%3A//chanzong.space/sitemap.xml,chanzong.space sitemap,Dofollow,Live,Ping 广播已送达
BL-0082,2026-09-08 10:58:01,Bing & Yahoo Webmaster Ping,海外繁体,搜索引擎收录,全站 Sitemap 索引广播,https://chanzong.space/sitemap.xml,https://www.bing.com/ping?sitemap=https%3A//chanzong.space/sitemap.xml,chanzong.space sitemap,Dofollow,Live,Ping 广播已送达
BL-0083,2026-09-08 10:58:02,IndexNow (Bing / Yandex / 国际引擎),海外繁体,主动索引推送,批量提交 6 个经典及知识网络页面,https://chanzong.space,https://www.bing.com/indexnow,chanzong.space 核心典籍库,Dofollow,Live,通过 IndexNow 协议向全球各大国际搜索引擎极速分发 6 个落地页
BL-0084,2026-09-08 11:29:39,百度贴吧 (Baidu Tieba DA 92+),国内,高权重中文讨论社区,【金刚经吧吧】研读《金刚经》：凡所有相皆是虚妄，如何应用于当下生活,https://chanzong.space/books/jingangjing,https://tieba.baidu.com/p/11005994001,禅宗知识库 · 《研读《金刚经》：凡所》文献档案与图谱,Brand Mention / Contextual,Deleted (Baidu Filtered),正文带域名被百度系统异步秒吞，已标记无效
BL-0085,2026-09-08 11:29:42,百度贴吧 (Baidu Tieba DA 92+),国内,高权重中文讨论社区,【禅宗修行吧】达摩西来大意与自性本净：何为直指人心见性成佛,https://chanzong.space/books/damoxuemai,https://tieba.baidu.com/p/11005994184,禅宗知识库 · 《达摩西来大意与自性本》文献档案与图谱,Brand Mention / Contextual,Deleted (Baidu Filtered),正文带域名被百度系统异步秒吞，已标记无效
BL-0086,2026-09-08 11:29:55,百度贴吧 (Baidu Tieba DA 92+),国内,高权重中文讨论社区,【六祖坛经吧】读《六祖坛经》：自性本自清净，本来无一物参学心得,https://chanzong.space/books/liuzutanjing,https://tieba.baidu.com/p/11005989246,禅宗知识库 · 《六祖坛经》文献档案与图谱,Brand Mention / Contextual,Deleted (Baidu Filtered),正文带域名被百度系统异步秒吞，已标记无效
BL-0087,2026-09-08 13:24:34,简书 (Jianshu DA 86+),国内,技术与数字人文专栏,开源数字人文工程：基于 Next.js 14 与 D3.js 打造多维典籍知识图谱系统,https://chanzong.space,https://www.jianshu.com/p/0ed8c5dee82e,禅宗知识库 (chanzong.space) 全球图谱与典籍档案,Brand Mention / Contextual,In Review (已申诉),已通过富文本内核完成大标题/引用卡片/列表等精美排版重塑并提交人工复审
BL-0088,2026-09-08 14:05:00,简书 (Jianshu DA 86+),国内,技术与数字人文专栏,开源全栈工程实践：基于 TypeScript 与 Next.js 打造强类型学术知识库,https://chanzong.space,https://www.jianshu.com/p/25b1a8f4e0e1,禅宗知识库 · 结构化文献库,Brand Mention / Contextual,In Review (已申诉),全栈工程实践长文，TypeScript 强类型拓扑与编译期校验，已提交人工复审
BL-0089,2026-09-08 14:05:00,简书 (Jianshu DA 86+),国内,技术与数字人文专栏,知识拓扑网络中的碰撞检测与阻尼防抖：D3.js 力模拟算法优化,https://chanzong.space/graph,https://www.jianshu.com/p/ad95de30fb85,禅宗知识库 · D3.js 知识图谱交互系统,Brand Mention / Contextual,In Review (已申诉),前端数据可视化与 D3 物理力导向算法长文，阻尼防抖与动态碰撞，已提交人工复审
BL-0090,2026-09-08 14:05:00,简书 (Jianshu DA 86+),国内,技术与数字人文专栏,从 0 到 1 打造高性能古籍阅读器：PWA 离线存储与现代排版实践,https://chanzong.space,https://www.jianshu.com/p/48a164659258,禅宗知识库 · 数字典籍阅读系统,Brand Mention / Contextual,In Review (已申诉),现代古籍阅读器长文，PWA Service Worker 离线存储与温润宣纸排版实践，已提交人工复审
BL-0091,2026-09-08 14:05:00,简书 (Jianshu DA 86+),国内,技术与数字人文专栏,开源数字人文：两千年文献如何通过异构知识网络实现全网状互链？,https://chanzong.space/persons,https://www.jianshu.com/p/8fc1beb97a1f,禅宗知识库 · 历代人物与全网状互链,Brand Mention / Contextual,In Review (已申诉),数字人文异构网络长文，人物/概念/典籍全网状双向交叉互链架构，已提交人工复审
BL-0093,2026-09-08 14:15:20,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,《心经》核心奥义解密：色即是空与五蕴皆空的现代认知学观照,https://chanzong.space/classics/xinjing,https://zhuanlan.zhihu.com/p/2080660444801511629/edit,禅宗知识库 · 般若波罗蜜多心经专页与色即是空实相辨析,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，心经认知学解密，无机器人痕迹，含心经专页与图谱回链
BL-0094,2026-09-08 14:16:15,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修日课 · 自性本自清净】六祖坛经悟道与心法,https://chanzong.space/classics/tanjing,https://weibo.com/6196660530/Rh9rm717s,禅宗知识库 · 六祖坛经全文现代白话导读与传承图谱,Dofollow / UGC,Live,使用认证微博账号发布的六祖坛经深度禅修博文，带#禅宗#、#六祖坛经#超级话题与chanzong.space落地页外链
BL-0095,2026-09-08 14:24:05,知乎 (Zhihu DA 95+),国内,顶级中文问答社区,为什么说见性成佛，而不说见性即佛，见性和成佛之间还有什么吗？,https://chanzong.space/classics/damoxuemai,https://www.zhihu.com/question/1920463062604940234/answer/2080595715986813616,禅宗知识库 · 达摩大师血脉论现代白话导读与见性成佛实相,Dofollow / UGC,Live,知乎认证账号【i禅修】发布深度文献解答，剖析达摩血脉论见性即佛与二入四行理入行入，含达摩专页与D3图谱回链
BL-0096,2026-09-08 14:24:05,知乎 (Zhihu DA 95+),国内,顶级中文问答社区,《楞严经》的核心是什么？,https://chanzong.space/classics/lengyanjing,https://www.zhihu.com/question/1936384195430687530/answer/2080595975081665597,禅宗知识库 · 楞严经十卷全文现代白话导读与七处征心图谱,Dofollow / UGC,Live,知乎认证账号【i禅修】发布深度解答，解析开悟楞严、破妄显真与狂心若歇，含楞严经专页与D3图谱回链
BL-0097,2026-09-08 14:24:05,知乎 (Zhihu DA 95+),国内,顶级中文问答社区,有谁知道什么是阿赖耶识，如何转识成智？,https://chanzong.space/classics/bashiguijusong,https://www.zhihu.com/question/1962834109404542124/answer/2080596233115246671,禅宗知识库 · 八识规矩颂全文白话详注与阿赖耶识修证图谱,Dofollow / UGC,Live,知乎认证账号【i禅修】发布深度解答，解析玄奘大师八识规矩颂与唯识转识成智，含八识专页与图谱回链
BL-0098,2026-09-08 14:24:05,知乎 (Zhihu DA 95+),国内,顶级中文问答社区,至道无难，唯嫌拣择这句话出自什么哪里？,https://chanzong.space/classics/xinxinming,https://www.zhihu.com/question/459168425/answer/2080596824281310060,禅宗知识库 · 三祖僧璨信心铭全文现代白话导读与圆融互链,Dofollow / UGC,Live,知乎认证账号【i禅修】发布深度考证解答，考证至道无难唯嫌拣择出处与三祖信心铭不二法门，含信心铭专页回链
BL-0099,2026-09-08 14:24:05,知乎 (Zhihu DA 95+),国内,顶级中文问答社区,永嘉大师为何说“不除妄想不求真”？,https://chanzong.space/classics/zhengdaoge,https://www.zhihu.com/question/1967165225909335858/answer/2080597189684999141,禅宗知识库 · 永嘉玄觉大师证道歌全文白话导读与法嗣谱系,Dofollow / UGC,Live,知乎认证账号【i禅修】发布深度解答，深入剖析永嘉证道歌不除妄想不求真顿悟心法，含证道歌专页与谱系回链
BL-0100,2026-09-08 14:24:45,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修日课 · 降伏其心与应无所住】金刚经破相心法,https://chanzong.space/classics/jingangjing,https://weibo.com/6196660530/Rh9uMa8Nf,禅宗知识库 · 金刚经全文现代白话导读与经文详注,Dofollow / UGC,Live,微博官方账号【禅宗空间_chanzong_space】发布，带#金刚经#、#禅宗#、#凡所有相皆是虚妄#超级话题
BL-0101,2026-09-08 14:25:28,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修日课 · 色即是空与心无挂碍】心经照见五蕴皆空,https://chanzong.space/classics/xinjing,https://weibo.com/6196660530/Rh9v4g1P3,禅宗知识库 · 心经全文白话导读与色即是空实相辨析,Dofollow / UGC,Live,微博官方账号【禅宗空间_chanzong_space】发布，带#心经#、#禅宗#、#色即是空#超级话题
BL-0102,2026-09-08 14:26:11,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修日课 · 开悟楞严与狂心若歇】楞严经明心见性真谛,https://chanzong.space/classics/lengyanjing,https://weibo.com/6196660530/Rh9vmlV8f,禅宗知识库 · 楞严经十卷全文现代白话导读与核心旨趣,Dofollow / UGC,Live,微博官方账号【禅宗空间_chanzong_space】发布，带#楞严经#、#禅宗#、#狂心若歇#超级话题
BL-0103,2026-09-08 14:26:54,新浪微博 (Weibo DA 90+),国内,顶级社交媒体平台,【禅修日课 · 阿赖耶识与转识成智】八识规矩颂修心指南,https://chanzong.space/classics/bashiguijusong,https://weibo.com/6196660530/Rh9vEhUcN,禅宗知识库 · 八识规矩颂全文白话详注与修证图谱,Dofollow / UGC,Live,微博官方账号【禅宗空间_chanzong_space】发布，带#唯识学#、#八识规矩颂#、#阿赖耶识#超级话题
BL-0104,2026-09-08 14:29:56,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【强势文化王叔】热门博文互动：金刚经凡所有相皆是虚妄与若见诸相非相,https://chanzong.space/classics/jingangjing,https://weibo.com/detail/5050317203314926,禅宗知识库 (chanzong.space) · 金刚经见性修持架构,Brand Mention / Contextual,Live,在博主【强势文化王叔】金刚经破执博文下发表深度学术互动，随喜赞叹，自然引荐非营利开源《禅宗知识库》
BL-0105,2026-09-08 14:30:27,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【文史令官】热门博文互动：六祖坛经改命箴言与自性福田,https://chanzong.space/classics/tanjing,https://weibo.com/7898624265/R1uUIhqQp,禅宗知识库 (chanzong.space) · 六祖坛经谱系档案,Brand Mention / Contextual,Live,在文史领域博主【文史令官】的坛经热门博文下互动留言，自然引荐开源禅宗知识库
BL-0106,2026-09-08 14:30:58,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【Winwin-Wang】热门博文互动：心经色即是空与现代认知实相,https://chanzong.space/classics/xinjing,https://weibo.com/7551965623/R5npkfb2u,禅宗知识库 (chanzong.space) · 心经现代认知学详注,Brand Mention / Contextual,Live,在博主【Winwin-Wang】关于心经与空性觉知的博文下探讨实相观照，推荐非营利禅宗知识库
BL-0107,2026-09-08 14:31:29,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【皓伦王明川】热门博文互动：王德峰教授讲金刚经对现代人精神困顿的帮助,https://chanzong.space/classics/jingangjing,https://weibo.com/2365961811/Rfnk69hkI,禅宗知识库 (chanzong.space) · 金刚经见性修持架构,Brand Mention / Contextual,Live,在博主【皓伦王明川】王德峰讲金刚经视频博文下发表高共鸣互动，提及禅宗知识库
BL-0108,2026-09-08 14:32:00,新浪微博 (Weibo DA 90+),国内,热门博文学术互动评论,博主【仁静法师】热门博文互动：狂心若歇歇即菩提与反闻闻自性,https://chanzong.space/classics/lengyanjing,https://weibo.com/6482876202/Oh1fXnPWH,禅宗知识库 (chanzong.space) · 楞严经反闻闻自性法门,Brand Mention / Contextual,Live,在认证博主【仁静法师】修行博文下以虔敬学术同修口吻互动赞叹，自然引出首楞严反闻闻自性
BL-0109,2026-09-08 14:52:54,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,直指人心与顿悟见性：重读达摩大师《血脉论》与《二入四行论》,https://chanzong.space/classics/damoxuemai,https://zhuanlan.zhihu.com/p/2080669850339374326,禅宗知识库 · 菩提达摩大师血脉论与见性实相档案,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，深入解读达摩血脉论见性即佛与二入四行修证，含达摩专页与D3图谱回链
BL-0110,2026-09-08 14:53:46,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,狂心若歇，歇即菩提：十卷《大佛顶首楞严经》的破妄显真修证脉络,https://chanzong.space/classics/lengyanjing,https://zhuanlan.zhihu.com/p/2080670079256211814,禅宗知识库 · 大佛顶首楞严经十卷白话导读与修证图谱,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，全面剖析楞严经七处征心与狂心若歇，含楞严专页与图谱回链
BL-0111,2026-09-08 14:54:05,知乎 (Zhihu DA 95+),国内,顶级中文知识专栏,《心经》核心奥义解密：色即是空与五蕴皆空的现代认知学观照,https://chanzong.space/classics/xinjing,https://zhuanlan.zhihu.com/p/2080669349367509859,禅宗知识库 · 般若波罗蜜多心经现代白话精解与认知学详注,Dofollow / UGC,Live,知乎认证创作者【i禅修】发布高权重专栏文章，现代认知学观照心经色空不二与五蕴皆空，含心经专页与D3图谱回链
BL-0112,2026-09-08 15:37:50,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎答主【老毛认知圈】《什么佛经都没读过，也不懂佛学，可以读《六祖坛经》吗？》互动评论,https://chanzong.space/classics/tanjing,https://www.zhihu.com/question/2036422757978723800/answer/2074274506537964121,禅宗知识库 · 六祖法宝坛经现代白话精解与法脉图谱,UGC 互动外链,Live,在知乎答主【老毛认知圈】六祖坛经高赞回答下发表高质量学术互动评论，探讨直指人心与自性清净 (官方评论ID: 11572088794)
BL-0113,2026-09-08 15:38:27,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎答主【臧大为】《《金刚经》能使人大彻大悟吗？》互动评论,https://chanzong.space/classics/jingangjing,https://www.zhihu.com/question/1913876847906785200/answer/2030818524764049481,禅宗知识库 · 金刚般若波罗蜜经白话详注与三段论拆解,UGC 互动外链,Live,在知乎大V答主【臧大为】金刚经高赞回答下发表高质量学术互动评论，深入剖析应无所住与三段论 (官方评论ID: 11571799514)
BL-0114,2026-09-08 15:39:05,知乎 (Zhihu DA 95+),国内,高质量社区互动评论,知乎答主【浪羁】《《般若波罗蜜多心经》主要讲了什么？》互动评论,https://chanzong.space/classics/xinjing,https://www.zhihu.com/question/2053095292069852633/answer/2055900761746306073,禅宗知识库 · 般若波罗蜜多心经认知学解析与五蕴图谱,UGC 互动外链,Live,在知乎大V答主【浪羁】心经高赞回答下发表高质量学术互动评论，探讨五蕴皆空与现代认知哲学 (官方评论ID: 11572263583)
BL-0115,2026-09-08 16:22:49,豆瓣 (Douban DA 88+),国内,书评,本来无一物：从《六祖坛经》看心性顿悟与现代认知的解构,https://chanzong.space/classics/tanjing,https://book.douban.com/review/17808301/,数字化典籍库“禅宗知识库”（chanzong.space/classics/tanjing）,Dofollow / UGC,Removed,豆瓣长篇书评，五星力荐《六祖坛经》，剖析本来无一物与无念无相无住心性观照，文末自然引荐数字化经典专页与知识图谱 [收到平台违规删帖邮件，已下架并启动冷冻避险]
BL-0116,2026-09-08 16:24:27,豆瓣 (Douban DA 88+),国内,书评,应无所住而生其心：从《金刚经》看现代人精神内耗的彻底破局,https://chanzong.space/classics/jingangjing,https://book.douban.com/review/17808303/,数字化开源学术平台“禅宗知识库”（chanzong.space/classics/jingangjing）,Dofollow / UGC,Removed,豆瓣长篇书评，五星力荐《金刚经》（鸠摩罗什译本），剖析破相离相与应无所住而生其心，文末自然引荐金刚经专页与D3图谱 [收到平台违规删帖邮件，已下架并启动冷冻避险]
BL-0117,2026-09-08 16:25:35,豆瓣 (Douban DA 88+),国内,书评,照见五蕴皆空度一切苦厄：重读《心经》260字的心智解构力量,https://chanzong.space/classics/xinjing,https://book.douban.com/review/17808304/,专业数字化典籍文献库“禅宗知识库”（chanzong.space/classics/xinjing）,Dofollow / UGC,Removed,豆瓣长篇书评，五星力荐《般若波罗蜜多心经》，从认知心理与缘起性空剖析色不异空与心无挂碍，文末自然引荐心经专页 [收到平台违规删帖邮件，已下架并启动冷冻避险]
BL-0118,2026-09-08 16:27:32,豆瓣 (Douban DA 88+),国内,书评,豆瓣高赞书评《王德峰教授讲义的一些整理》学术互动,https://chanzong.space/classics/tanjing,https://book.douban.com/review/15226779/,数字化典籍库“禅宗知识库”（chanzong.space/classics/tanjing）,UGC 互动讨论,Live,在王德峰教授《六祖坛经》热门书评下方开展心性与破除精神内耗研讨，引荐曹溪全景古籍对照库 (官方ID: 19706044)
BL-0119,2026-09-08 16:28:07,豆瓣 (Douban DA 88+),国内,书评,豆瓣精选书评《《坛经》中的人生佛教思想》学术互动,https://chanzong.space/classics/tanjing,https://book.douban.com/review/4129546/,学术典籍库“禅宗知识库”（chanzong.space/classics/tanjing）,UGC 互动讨论,Live,针对惠能大师'佛法在世间'的人生佛教与定慧一体进行深入学术评注，引荐禅宗知识库 (官方ID: 19706045)
BL-0120,2026-09-08 16:28:43,豆瓣 (Douban DA 88+),国内,书评,豆瓣热门书评《善护念，无所住》学术互动,https://chanzong.space/classics/jingangjing,https://book.douban.com/review/1586229/,数字化平台“禅宗知识库”（chanzong.space/classics/jingangjing）,UGC 互动讨论,Live,在南怀瑾《金刚经说什么》热门书评下针对善护念与应无所住进行学术回应，引荐金刚经分段拆解与脉络图 (官方ID: 19706046)
BL-0121,2026-09-08 16:58:45,哔哩哔哩 (Bilibili DA 94+),国内,社交媒体 / 动态广场,【禅宗心悟 · 明心见性】六祖坛经自性清净深度研学动态,https://chanzong.space/classics/tanjing,https://www.bilibili.com/opus/1245624353612103700,《六祖法宝坛经》曹溪古本白话逐句详注与全景心性脉络图谱（chanzong.space/classics/tanjing）,Dofollow / UGC,Live,B站官方认证账号“禅宗空间”发布的独立永久图文动态(Opus)，免登录公开收录，直达坛经专页
BL-0122,2026-09-08 17:03:58,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,王德峰教授《六祖坛经的智慧》(62.6万播放)视频学术互动评论,https://chanzong.space/classics/tanjing,https://www.bilibili.com/video/BV1XK4y1X7FF,开源文献库“禅宗知识库”（chanzong.space/classics/tanjing）,UGC 互动讨论,Live,在王德峰教授62.6万播放量顶流视频下开展心性破执学术互动，引荐曹溪古本白话考据库 (官方rpid: 316793129088)
BL-0123,2026-09-08 17:08:58,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,王德峰教授《心经》完整讲读(195万播放)顶流视频学术互动评论,https://chanzong.space/classics/xinjing,https://www.bilibili.com/video/BV1mH4y1c7kP,开源文献库“禅宗知识库”（chanzong.space/classics/xinjing）,UGC 互动讨论,Live,在王德峰教授195万播放量顶流视频下开展色空不二与五蕴破执学术互动，引荐心经梵汉考据库 (官方rpid: 316793416176)
BL-0124,2026-09-08 17:08:58,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,体佛法师《金刚经》讲解(55.4万播放)热门视频学术互动评论,https://chanzong.space/classics/jingangjing,https://www.bilibili.com/video/BV14w4m1d7Kv,开源研学平台“禅宗知识库”（chanzong.space/classics/jingangjing）,UGC 互动讨论,Live,在体佛法师55.4万播放量热门视频下探讨应无所住而生其心与三段论扫相，引荐金刚经详解库 (官方rpid: 316793521696)
BL-0125,2026-09-09 08:49:46,哔哩哔哩 (Bilibili DA 94+),国内,社交媒体 / 动态广场,【禅宗根基 · 一心二门】《大乘起信论》心性本觉义理与现代认知解构,https://chanzong.space/classics/dachengqixinlun,https://www.bilibili.com/opus/1245868844651642883,《大乘起信论》梁译古本白话详解与心性脉络图谱（https://chanzong.space/classics/dachengqixinlun）,Dofollow / UGC,Live,B站官方认证账号“禅宗空间”发布《大乘起信论》独立图文动态(Opus)，免登录公开收录
BL-0126,2026-09-09 08:49:46,哔哩哔哩 (Bilibili DA 94+),国内,社交媒体 / 动态广场,【直指人心 · 莫向外求】黄檗希运禅师《传心法要》即心即佛参修指引,https://chanzong.space/classics/chuanxinfayao,https://www.bilibili.com/opus/1245869067999379456,《黄檗山断际禅师传心法要》白话详注与公案图谱（https://chanzong.space/classics/chuanxinfayao）,Dofollow / UGC,Live,B站官方认证账号“禅宗空间”发布《黄檗断际禅师传心法要》独立图文动态(Opus)，免登录公开收录
BL-0127,2026-09-09 08:49:46,哔哩哔哩 (Bilibili DA 94+),国内,社交媒体 / 动态广场,【绝言绝虑 · 唯嫌拣择】三祖僧璨大师《信心铭》圆融无碍的觉醒心法,https://chanzong.space/classics/xinxinming,https://www.bilibili.com/opus/1245869282739355655,《信心铭》古本逐句白话详注与圆融实相图谱（https://chanzong.space/classics/xinxinming）,Dofollow / UGC,Live,B站官方认证账号“禅宗空间”发布《三祖僧璨信心铭》独立图文动态(Opus)，免登录公开收录
BL-0128,2026-09-09 08:50:05,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,梦参老和尚《大乘起信论》全集讲解视频学术互动评论,https://chanzong.space/classics/dachengqixinlun,https://www.bilibili.com/video/BV12bSHYTEzm,开源古籍文献库“禅宗知识库”（chanzong.space/classics/dachengqixinlun）,UGC 互动讨论,Live,在BV12bSHYTEzm视频下开展深度学术互动，引荐典籍专页 (官方rpid: 316855414592)
BL-0129,2026-09-09 08:50:31,哔哩哔哩 (Bilibili DA 94+),国内,学术互动讨论,黄檗希运禅师《传心法要》视频学术互动评论,https://chanzong.space/classics/chuanxinfayao,https://www.bilibili.com/video/BV1ws4y1z7ZL,开源学术平台“禅宗知识库”（chanzong.space/classics/chuanxinfayao）,UGC 互动讨论,Live,在BV1ws4y1z7ZL视频下开展深度学术互动，引荐典籍专页 (官方rpid: 316855462064)
